,case_id,trade_nm,legal_name,street_addr_1_txt,cty_nm,st_cd,zip_cd,case_violtn_cnt,cmp_assd_cnt,ee_violtd_cnt,bw_atp_amt,ee_atp_cnt,findings_start_date,findings_end_date,flsa_violtn_cnt
56020,1729098,Alliance Ground International,Alliance Ground International LLC,517 Cargo Express Center Drive,Chicago,IL,60666,2,0,0,0,0,2012-06-04,2014-06-03,1
56040,1736462,United Airlines,United Airlines,33 Wacker Ave,Chicago,IL,60605,1,0,1,0,0,2013-08-01,2014-08-22,0
56131,1717695,Lakefront Nursing & Rehab Center,"Lakefront Nursing & Rehab Center, LLC",7618 North Sheridan Road,Chicago,IL,60626,18,0,18,8545.14,18,2011-12-24,2013-12-21,18
56219,1744276,Cook County Recorder of Deeds,Cook County Recorder of Deeds,118 North Clark Street,Chicago,IL,60602,0,0,1,0,0,2014-09-01,2014-11-12,0
56277,1718751,Harvard Maintenance Service,"Harvard Maintenance Service, Inc.",2 North Riverside,Chicago,IL,60606,2,0,1,2267.48,1,2012-08-18,2014-08-16,2
56320,1730217,Advanced Physical Medicine - Chicago 63rd St.,"Advanced Physical Medicine Centers, S.C.",2935 West 63rd Street,Chicago,IL,60629,12,0,10,40922.88,10,2012-05-13,2014-05-11,12
56321,1730218,Advanced Physical Medicine - Chicago Drexel,"Advanced Physical Medicine Centers, S.C.",7900 South Drexel Avenue,Chicago,IL,60619,4,0,2,3412.5,2,2012-05-13,2014-05-11,4
56357,1737317,"Taco Burrito King 4, Inc. II","Taco Burrito King, Inc. II",5509 N. Harlem,Chicago,IL,60656,3,0,2,8313.88,2,2012-07-29,2014-02-23,3
56398,1719017,"Parasys, Inc.","Paragon Systems, Inc.",205 West Randolph Street,Chicago,IL,60606,30,0,30,2121.28,30,2014-01-01,2014-03-31,0
56465,1730757,Gold Standard Bakery,"Gold Standard Baking, Inc",3700 S. Kedzie,Chicago,IL,60632,0,0,0,0,0,2012-07-29,2014-07-28,0
56475,1737430,Chicago Transit Authority,Chicago Transit Authority,1815 W. 74th St.,Chicago,IL,60636,1,0,1,0,0,2014-05-18,2014-06-01,0
56572,1447463,Scrub,"Scrub, Inc.",6033 N. Milwaukee,Chicago,IL,60646,0,0,0,0,0,2005-05-01,2006-05-01,0
56580,1730818,Grand Truck and Auto Center,Grand Truck and Auto Center,2427 W. Grand Ave,Chicago,IL,60612,4,0,3,5803.34,3,2013-04-01,2014-06-26,4
56625,1737860,Aon Corporation,"Hewitt Associates, LLC",200 East Randolph Street,Chicago,IL,60601,28600,0,0,0,0,2012-10-09,2014-10-08,0
56866,1731536,Wiley's Lawn Care LLC,"Wiley's Lawn Care, LLC",1656 W Pershing Road,Chicago,IL,60609,0,0,0,0,0,2012-08-14,2014-08-13,0
56869,1731551,Hot Rod Grill,"Hot Red Grill, Inc.",6237 N. Western Ave,Chicago,IL,60659,2,0,1,0,0,2012-10-07,2014-10-05,2
57407,1717111,Tecnicentro Automotriz,"Tecnicentro Automotriz, Inc.",3017 W. 26th St,Chicago,IL,60623,0,0,0,0,0,2012-02-04,2014-02-01,0
57673,1427315,CTA,CTA,642 N. Pulaski Avenue,Chicago,IL,60644,1,0,1,0,0,2005-11-01,2005-12-28,0
57691,1741590,TransUnion,TransUnion LLC,555 W. Adams St.,Chicago,IL,60661,2505,0,0,0,0,2014-06-25,2014-10-14,0
57995,1739631,CTA,Chicago Transit Authority,567 W. Lake St,Chicago,IL,60661,1,0,1,0,0,2014-05-20,2014-05-22,0
58078,1748917,Tasty Beef/Sub,Tasty Beef/Sub,3723 W. Chicago Ave.,Chicago,IL,60651,0,0,0,0,0,2013-01-26,2015-01-24,0
58087,1749047,Sinai Medical Group / May Location,Sinai Medical Group,California Avenue at 15th Street,Chicago,IL,60608,3,0,1,0,0,2014-01-05,2014-09-27,3
58221,1749786,De La Torre's Muffler and Brake,"De La Torre Muffler and Brake, Inc.",2834 W. 59th St,Chicago,IL,60621,0,0,0,0,0,2013-01-07,2015-01-06,0
58224,1749793,Mufflers for Less,Yazoo City Blues Corp.,6800 N. Clark,Chicago,IL,60626,0,0,0,0,0,2013-01-14,2015-01-13,0
58405,1716083,"Global Technologies I, LLC","Global Technologies I, LLC",980 N Michigan Ave Suite 1401,Chicago,IL,60611,27,0,16,22739.02,16,2013-11-11,2013-12-22,27
58573,1719748,Spaan Tech Inc.,"Spaan Tech, Inc.","311 S. Wacker Drive, Suite 2400",Chicago,IL,60606,27,0,27,19051.57,23,2012-03-05,2014-03-02,27
58577,1719935,Clinron,"Clinron, LLC",203 N. La Salle St. Ste. 2122,Chicago,IL,60601,5,0,3,21277.31,2,2013-01-14,2014-06-30,0
58618,1735446,Maxwell Services Inc,Maxwell Services Inc,3130 S. Kolin Ave,Chicago,IL,60623,17,0,16,14107.2,16,2012-09-06,2014-09-02,17
59159,1725784,"Genesis Construction & Carpentry Services, In","Genesis Construction & Carpentry Services, In",11700 S. Western Ave,Chicago,IL,60643,1,0,0,0,0,2012-04-23,2014-04-20,1
59160,1725785,"Toltech Plumbing Contractors, LLC","TOLTECH PLUMBING CONTRACTORS, LLC",4366 W. Ogden Ave,Chicago,IL,60623,1,0,0,0,0,2012-04-22,2014-04-19,1
59200,1737651,Royal Jewelers and Loans,Royal Redemption  Center Inc,428 S. Clark St,Chicago,IL,60605,4,0,1,0,0,2012-12-01,2014-09-15,4
59298,1727054,Roosevelt University,Roosevelt University,430 S. Michigan,Chicago,IL,60605,7,0,7,4150.45,7,2012-11-30,2014-11-28,7
59328,1737861,"Origin Healthcare Solutions, LLC","Origin Healthcare Solutions, LLC",71 S. Wacker Drive,Chicago,IL,60606,774,0,0,0,0,2012-12-30,2014-12-29,0
59554,1023783,Michael's Muffler & Brake Shops,"Michael's Muffler & Brake Shops, Inc.",1501 E. 68th Street,Chicago,IL,60637,11,0,10,17322.63,10,1998-08-27,2007-03-19,11
59677,1545499,"Wally's International Market, Inc.","Wallys International Market, Inc.",3256 N. Milwaukee Avenue,Chicago,IL,60618,64,0,63,49237.21,63,2007-04-13,2009-04-12,64
60106,1699492,Las Tres Campanitas,"Las Tres Campanitas, Inc",2150 West Cermak Road.,Chicago,IL,60608,12,0,9,2050.76,9,2011-07-17,2013-07-14,12
60110,1679586,Rocha Plumbing Inc.,Rocha Plumbing Inc.,2803 W. 35th St,Chicago,IL,60632,11,0,5,5220.81,5,2012-02-11,2013-01-06,0
60118,1597261,Euro V Construction Company,"Euro V Construction Company, Inc.",5951 W Fullerton Ave,Chicago,IL,60639,3,0,2,9462.65,2,2009-01-02,2011-01-01,3
60121,1683338,USPS,USPS,433 W. Harrison,Chicago,IL,60699,1,0,1,3519.23,1,2012-10-27,2012-11-24,0
60396,1688159,"All Chicago, Inc","All Chicago, Inc",4100 W. Belmont Ave,Chicago,IL,60641,2,0,0,0,0,2012-06-30,2013-05-01,1
60398,1688166,Chicago Auto Center,"Chicago Auto Center, Ltd",1125 W. Van Buren,Chicago,IL,60607,5,0,3,15909.75,3,2011-03-27,2013-03-23,5
60933,1532308,Bye Bye Chicago,"Souvenirs Too, Inc.","333 N. Michigan, Ste. 218",Chicago,IL,60601,7,0,6,642.83,6,2007-03-09,2009-03-08,7
61009,1675844,Quiroga Milwaukee,Quiroga Corp,3389 North Milwaukee Avenue,Chicago,IL,60641,7,0,6,234.73,6,2010-10-31,2012-10-31,7
61152,1382308,Professional Neurological Services,"Professional Nuerological Services, Ltd.","5241 S. Cicero, Ste. 201",Chicago,IL,60632,14,0,13,9013.2,13,2003-01-06,2005-01-06,14
61197,1647119,Zacatacos (71st St),"Zacatacos II, Inc",3949 W. 71st St,Chicago,IL,60629,51,11000,50,57333.95,50,2010-07-01,2011-09-25,51
61226,1576731,God's Little Helper Day Care Center,God's Little Helper Inc.,3734 W. 79th Street,Chicago,IL,60652,12,0,12,5397.23,11,2009-01-11,2010-09-30,12
61597,1685237,Velasquez Mufflers & Brakes for Less (Belmont,Velasquez and Sons III,2845 W. Belmont Ave.,Chicago,IL,60618,19,0,11,30645.44,11,2011-01-01,2012-12-31,19
61677,1683339,Vee Enterprises,"Vee Enterprises, LLC",7536 S Aberdeen,Chicago,IL,60620,8,0,5,8456.31,5,2011-01-17,2013-02-23,0
61747,1722673,American Airlines Eagle,"Envoy Air, Inc",O'Hare International Airport,Chicago,IL,60666,0,0,1,0,0,2014-01-23,2014-01-23,0
61819,1395593,Uhlich Children's Advantage Network,Uhlich Children's Advantage Network,3737 N. Mozart Street,Chicago,IL,60618,0,0,1,0,0,2004-12-20,2005-07-05,0
61886,1673938,St. Joseph Village of Chicago,"Franciscan Communities, Inc.",4021 W. Belmont Ave.,Chicago,IL,60641,0,0,0,0,0,2010-11-29,2012-11-25,0
61933,1572497,Mary's Cafe,"G&T Food Services, Inc.",215 E. Grand,Chicago,IL,60611,0,0,1,0,0,2008-11-30,2010-06-09,0
62083,1487016,CTA,Chicago Transit Authority,567 W. Lake,Chicago,IL,60607,0,0,0,0,0,2005-08-01,2007-07-31,0
62461,1386362,Vinci Restaurant,Vinci Limited Partnership,1732 N. Halsted,Chicago,IL,60614,1,0,0,0,0,2002-12-01,2004-11-28,1
62584,1647399,Snappy Hand Car Wash,Snappy Hand Car  Wash Inc.,5961 N. Ridge,Chicago,IL,60660,29,0,28,46545.1,28,2010-03-04,2012-03-03,29
62587,1669948,Nick Cave,,2251 S Michigan Ave,Chicago,IL,60616,14,0,13,4809.38,13,2010-11-15,2012-11-16,14
62665,1563492,The Stretch,Sanko Restuarant Inc,3485 N. Clark Street,Chicago,IL,60657,1,0,0,0,0,2009-06-01,2010-04-22,1
62688,1320074,Chicago Diner,"The Chicago Diner, Inc.",3411 N. Halsted,Chicago,IL,60657,7,1078,7,1857.31,7,2002-06-01,2003-12-09,7
62856,1759822,Dos Ricco's,Dos Ricco's LLC.,6445 S. Cicero,Chicago,IL,60638,3,0,1,0,0,2013-06-02,2015-06-01,3
63024,1685262,Perfect Car Wash,,5850 N. Northwest,Chicago,IL,60631,0,0,0,0,0,2011-03-29,2013-03-28,0
63292,1459805,Jimmy John's,"C&N Resources, Inc.",33 W. Ontario St. Unit 15E,Chicago,IL,60610,2,1320,1,0,0,2004-12-01,2006-10-13,1
63341,1448115,SBC,AT & T,2401 West Grace Street,Chicago,IL,60618,0,0,1,0,0,2006-02-20,2006-02-23,0
63419,1605327,Club Lucky,Club Lucky Inc,1824 W. Wabansia,Chicago,IL,60622,1,0,0,0,0,2009-03-14,2011-03-11,1
63975,1534423,Loughill Construction,"Loughill Construction, Inc.",4837 S Halsted,Chicago,IL,60609,16,0,16,5434.5,16,2007-02-27,2009-02-06,16
63987,1485407,"BrightStar HealthCare, LLC","BrightStar HealthCare, LLC",150 N. Michigan,Chicago,IL,60604,1,0,1,242.81,1,2006-05-01,2006-06-30,1
64152,1572637,TKO Security & Investigations,"TKO Security & Investigations, Inc.",3205 W. 111th St.,Chicago,IL,60655,9,0,9,4137.24,9,2008-07-03,2010-07-02,9
64229,1586555,Elijah's House,"Elijah's House, NFP",6720 S Stewart,Chicago,IL,60620,1,0,1,377.01,1,2008-09-20,2010-09-20,1
64456,1550637,Angelica,"Angelica Textile Services, Inc.",920 S. Campbell,Chicago,IL,60612,1,0,1,0,0,2009-02-28,2009-10-06,0
64540,1518574,Brown's Chicken,"Safi, Inc.",7859 S State,Chicago,IL,60619,0,0,0,0,0,2007-05-05,2008-09-19,0
64643,1588208,Southwest Airlines,Sothwest Airlines Company,5700 S. Cicero,Chicago,IL,60638,0,0,1,0,0,2010-06-25,2011-05-24,0
64759,1551824,Chicago Transit Authority (CTA),Chicago Transit Authority (CTA),567 Lake Street,Chicago,IL,60661,0,0,1,0,0,2009-05-12,2009-09-01,0
64809,1637008,Winston Manor,"RREM, Inc",2155 W Pierce Ave,Chicago,IL,60622,53,0,53,18834.66,46,2010-02-21,2011-12-08,53
64860,1515972,Chicago Transit Authority,Chicago Transit Authority,567 West Lake Street,Chicago,IL,60606,1,0,1,400,1,2008-04-08,2008-08-14,0
64899,1637320,CARAUSTAR CUSTOM PACKAGING GROUP,"Caraustar Industries, Inc.",555 N. Tripp,Chicago,IL,60624,0,0,1,0,0,2011-08-01,2012-02-08,0
64900,1637321,Cook County Juvenile Temporary Detention Cent,Cook County Juvenile Temporary Detention Cent,1100 S. Hamilton,Chicago,IL,60612,1,0,1,972.8,1,2011-11-21,2011-11-25,0
65145,1803782,Chiu Quon Bakery,"Chiu Quon Bakery, Inc.",1127 W. Argyle St,Chicago,IL,60640,1,0,0,0,0,2014-10-04,2016-10-01,1
65718,1559984,Radar Security,"Radar Payroll Services, Inc.",1061 West Vernon Park,Chicago,IL,60607,32,0,31,0,0,2007-11-04,2009-11-01,32
65943,1703787,Star of Siam,Star of Siam,11 E. Ilinois St,Chicago,IL,60611,0,0,0,0,0,2011-08-28,2013-08-25,0
66050,1749069,Pactiv,Pactiv Corporation,7200 Mason Ave,Chicago,IL,60638,0,0,0,0,0,2013-02-10,2015-02-09,0
66479,1576819,United Airlines,"United Air Lines, Inc",O'Hare International  Airport,Chicago,IL,60666,1,0,1,0,0,2009-03-01,2010-06-01,0
66553,1526762,City of Chicago Fire Department,City of Chicago Fire Department,1732 W. Van Byron,Chicago,IL,60613,0,0,1,0,0,2008-05-19,2008-10-17,0
66776,1780851,Lao Sze Chuan,"SNL Curry Concepts, LLC.",4832 N Broadway,Chicago,IL,60640,3,0,2,1837.41,2,2014-03-08,2016-03-05,3
66860,1459803,Baltic Bakery,"Jonal Bakery, Inc.",4627 S. Hermitage,Chicago,IL,60609,7,0,4,0,0,2004-11-18,2006-11-18,7
66867,1779544,Poppies Dough,"Poppie's Dough of Illinois, Inc.",2600 W. 35th St.,Chicago,IL,60632,1,0,1,128.76,1,2014-01-27,2016-01-24,1
66872,1751303,"U.S. Aviation Services, Corp.","U.S. Aviation Services, Corp.",1550 S. Indiana Ave.,Chicago,IL,60605,33,0,32,1927.66,32,2014-05-10,2015-08-08,33
66921,1781669,Giordano's Pizza (Michigan Ave),South Loop Pizza LLC,1340 S. Michigan Ave,Chicago,IL,60608,15,0,12,2673.85,12,2013-12-27,2015-12-26,15
67081,1782503,"Cosi, Inc.","Cosi, Inc.",230 W. Washington,Chicago,IL,60604,1,0,0,0,0,2014-06-09,2016-06-05,1
67100,1790241,Lozada's Auto Spa,Lozada's Auto Spa,1108 S Monitor Ave,Chicago,IL,60644,0,0,0,0,0,2014-06-16,2016-06-12,0
67171,1758748,El Ranchito #1,71st Food & Vegetable Inc.,3900 West 71st St,Chicago,IL,60629,3,0,2,18727.2,2,2013-04-28,2015-04-19,3
67172,1758973,El Ranchito # 2,El Ranchito Food Inc.,8327 S. Pulaski,Chicago,IL,60652,3,0,2,18967.2,2,2013-04-28,2015-04-19,3
67182,1759981,Giordano's (Rush),VPC Rush Street Pizza LLC,730 North Rush Street,Chicago,IL,60611,8,0,7,22344.69,7,2012-06-01,2015-05-31,8
67185,1760136,D'Amato's Bakery,Damato's Bakery # 1,1125 W. Grand Ave,Chicago,IL,60642,34,5797,32,19454.38,31,2013-05-27,2015-05-26,34
67187,1760563,Meli Cafe,"TKS Associates, Inc.",500 S. Dearborn St,Chicago,IL,60605,5,0,4,17903.76,4,2013-07-01,2015-06-29,5
67340,1763915,Infinty Health Care Management of Indiana,Infinity Health Care Management of Indiana LL,240 Fencl Lane,Chicago,IL,60612,459,0,459,37134.11,459,2013-03-01,2015-02-28,459
67469,1764771,Sarpinos Pizzeria,"Sarpinos Loop, Inc.",627 W. Lake St,Chicago,IL,60661,19,0,18,7641.22,18,2013-08-25,2015-08-24,19
67556,1666717,Chicago Transit Authority,Chicago Transit Authority,3112 W. Foster Avenue,Chicago,IL,60625,0,0,1,0,0,2012-08-02,2013-01-15,0
67986,1462445,Kraft Foods,"Kraft Foods Global, Inc.",7300 S. Kedzie,Chicago,IL,60629,0,0,1,0,0,2006-09-14,2006-09-21,0
68030,1678629,Clarke's Diner (Belmont),"Clarke's on Belmont, Inc",930 W Belmont Ave,Chicago,IL,60657,7,0,6,2640.67,6,2011-01-07,2012-12-28,7
68040,1684371,Boss Group,"The Boss Group II, Inc.",2343 W. Montrose Ave,Chicago,IL,60618,15,0,15,11581.54,15,2011-05-07,2013-05-04,0
68156,1763563,Meli Cafe (Wells),T&K Associates,540 N. Wells St.,Chicago,IL,60654,1,0,0,0,0,2013-06-09,2015-06-07,1
68176,1699956,"Kiddie Heaven Learning Academy, Inc.","Kiddie Heaven Learning Academy, Inc.",7735 S. Laflin St.,Chicago,IL,60620,13,0,6,4492.96,6,2013-01-01,2013-08-01,13
68351,1775254,Sarpino's Pizzeria (Gold Coast),"MJK Sarpinos, Inc.",158 W. Division,Chicago,IL,60610,14,0,13,1931.84,13,2013-08-25,2015-08-24,14
68482,1725246,Regency Hand Laundry,J & M Park Corp.,2739 N. Racine Ave,Chicago,IL,60614,10,0,9,40570.8,9,2012-04-29,2014-04-27,10
68749,1735163,Las Fuentes Restaurant- Halsted,"Las Fuentes #1, Inc",2558 N. Halsted,Chicago,IL,60614,20,0,19,18456.54,19,2012-08-07,2014-08-05,20
68755,1736063,Tower Cleaners & Tailors,Tower Cleaners & Tailors,176 E Walton Place,Chicago,IL,60611,2,0,1,1476.75,1,2012-04-29,2014-04-27,2
68774,1740401,La Haciendita,La Haciendita Taqueria Inc.,3322 W 47th St,Chicago,IL,60632,11,0,9,8093.04,9,2012-10-05,2014-10-04,11
68782,1778557,"ATS Design Studio, Inc",ATS Design Studio INC,4229 N Honore St,Chicago,IL,60613,4,0,3,4136,3,2014-02-02,2016-02-01,4
68897,1742790,La haciendita 51st Street,"La Haciendita Taqueria Kedzie, Inc.",5151 S Kedzie ave,Chicago,IL,60632,10,0,8,22488.94,8,2012-10-06,2014-10-04,10
68904,1744251,Dispatch Taxi Affiliation,"Dispatch Brokerage Services, LLC",4536 N Elston Ave,Chicago,IL,60630,13,2244,12,6711,12,2013-10-07,2015-10-04,13
68998,1726511,May Medical Center,"Conrad May, MD, LTD",3857 W. Washington Blvd.,Chicago,IL,60624,2,0,1,86.5,1,2012-04-20,2014-04-17,2
69039,1798959,"Tortilleria Atotonilco, Inc.","Tortilleria Atotonilco, Inc.",1649 W. 47th St,Chicago,IL,60609,0,0,0,0,0,2014-08-11,2016-08-07,0
69089,1802993,"Gilead Management, LLC","Gilead Management, LLC",6201 S.Michigan Ave,Chicago,IL,60637,0,0,0,0,0,2014-10-16,2016-10-15,0
69521,1803787,Racine Bakery,"Racine Bakery, Inc.",6216 S. Archer Ave,Chicago,IL,60638,2,0,0,0,0,2014-10-18,2016-10-17,2
69522,1803788,Swedish Bakery Inc.,Swedish Bakery Inc.,5348 N. Clark St,Chicago,IL,60640,0,0,0,0,0,2014-10-29,2016-10-28,0
69523,1803790,Weber's Bakery,"Weber's Bakery, Inc.",7055 W. Archer Ave,Chicago,IL,60638,0,0,0,0,0,2014-10-20,2016-10-16,0
69776,1796118,Accenture,"Acenture, Inc.",161 North Clark St,Chicago,IL,60601,0,0,0,0,0,2016-05-18,2016-06-13,0
70291,1805756,Divinity  Seven Juice Bar,"Divinity Seven Apparel, LLC",3435 South  Martin King Drive,Chicago,IL,60616,1,0,0,0,0,2015-06-30,2016-11-14,1
70717,1807053,"Help at Home, Inc.",HAH Holdings LLC,1 N. State St,Chicago,IL,60602,11500,0,0,0,0,2016-01-01,2016-11-16,0
70924,1798128,Fiesta Mexicana (Lincoln),"Lumats, Inc",2423 N. Lincoln,Chicago,IL,60614,1,0,0,0,0,2014-07-27,2016-07-23,1
71217,1798542,Alonti Cafe,Alonti Cafe INC,401 S. LaSalle,Chicago,IL,60605,1,0,0,0,0,2014-08-23,2016-08-22,1
71407,1663736,IHOP #3132,Flip 3132 Inc.,"7601 S. Cicero, Space 1240",Chicago,IL,60652,14,1550,13,899.82,12,2010-08-09,2012-08-08,12
71486,1671159,Borinquen Restaurant,"Jibaros, Inc.",1720 N. California Ave.,Chicago,IL,60647,19,0,15,30551.81,15,2010-10-31,2012-10-31,19
71508,1645904,Superior Hand Car Wash,Superior Hand Car Wash Corp,6147 N. Broadway St.,Chicago,IL,60660,0,0,0,0,0,2010-02-15,2012-02-15,0
71525,1464923,Tile Outlet,Tile outlet LTD.,2434 W. Fullerton,Chicago,IL,60647,6,770,5,2273.88,5,2006-04-10,2006-12-25,6
71909,1713546,Taqueria & Restaurante La Fuente,Taqueria & Restaurante La Fuente,3640 W 59th St,Chicago,IL,60629,1,0,0,0,0,2011-11-27,2013-11-23,1
71917,1749671,Sure Care Pharmacy,Sure Care Pharmacy Inc,2001 S California Ave,Chicago,IL,60608,4,0,3,2098.26,3,2013-01-01,2014-12-30,4
72015,1586212,White Cap Nursing,"White Cap Nursing, Inc.","2600 S. Michigan, #216",Chicago,IL,60616,40,0,40,25378.56,40,2008-08-01,2010-07-30,40
72124,1402055,"SAS-Trans, INC",Sas Corp,304 Richfield Trail,Chicago,IL,60638,1,0,1,282.6,1,2005-03-01,2005-03-31,1
72180,1566992,"Protein Solutions, LLC","Agribest Holdings, LLC",4220 S. Kildare,Chicago,IL,60632,2,2640,1,0,0,2007-04-30,2009-04-19,0
73062,1608128,A Taste of Heaven,"Taste of Heaven, LLC",5401 N. Clark St.,Chicago,IL,60640,5,0,4,1975.48,4,2009-04-09,2011-04-08,5
73151,1626831,St Bernard Hospital,St. Bernard Hospital,326 W. 64th Street,Chicago,IL,60621,1,0,1,0,0,2011-07-26,2012-03-15,0
73229,1706642,Chicago Transit Authority,Chicago Transit Authority,3112 W. Foster,Chicago,IL,60625,1,0,1,1024.65,1,2013-05-29,2013-06-26,0
73299,1633983,Air Tram (Midway Airport),Southwest Airlines Co.,5700 South Cicero Avenue,Chicago,IL,60630,1,0,1,0,0,2011-08-17,2011-10-12,0
73311,1635154,Edison Learning Inc.,Edison Learning Inc.,1309 W 95th St,Chicago,IL,60643,4,0,4,34548.85,4,2009-12-06,2012-04-30,4
73711,1731786,Capitol Cement,"Capitol Cement Company, Inc",6231 N. Pulaski,Chicago,IL,60646,2,0,1,0,0,2012-07-05,2014-07-03,2
74216,1404133,Chicago Transit Authority,Chicago Transit Authority,3908 West Maypole,Chicago,IL,60624,0,0,1,0,0,2004-11-14,2005-05-23,0
74378,1748324,"Hina Enterprises, Inc. dba 7-Eleven","Hina Enterprises, Inc.",2741 W. Touhy Ave,Chicago,IL,60613,0,0,0,0,0,2012-12-18,2014-12-17,0
74664,1406524,CTA,Chicago Transit Authority,Merchandise Mart Plaza,Chicago,IL,60654,2,0,1,0,0,2004-12-01,2005-05-31,0
74932,1418865,S&H Fashion,"S&H Fashion, Inc.","3123 N. Pulaski, #207",Chicago,IL,60641,9,0,4,1721.32,4,2005-06-01,2005-09-13,1
74944,1436665,CTA,CTA,3900 W. Pershing,Chicago,IL,60604,1,0,1,0,0,2005-12-22,2006-04-13,0
75144,1698430,"Chicago Service Group, Inc.",Chicago Service Group,2500 W. 36th St,Chicago,IL,60632,0,0,0,0,0,2011-07-17,2013-07-14,0
75284,1442776,Triple A Services,"Triple A Services, Inc.",2637 S. Throop St.,Chicago,IL,60608,5,2145,2,13654.79,1,2004-07-09,2006-07-06,2
75381,1748020,United Methodist Homes & Services,United Methodist Homes & Services,1415 W. Foster Avenue,Chicago,IL,60640,16,0,15,126323.32,15,2013-01-14,2015-01-13,0
75398,1447959,A & A Hospitality,A & A Hospitality,8201 W. Higgins Rd,Chicago,IL,60631,38,0,37,6206.59,37,2006-01-01,2006-09-28,38
75412,1451548,Tower Automotive,"Tower Automotive, Inc.",12350 S. Avenue O,Chicago,IL,60633,0,0,1,0,0,2005-06-01,2006-09-12,0
75516,1773329,"DeNovo Constructors, Inc.","DeNovo Constructors, Inc.",100 S. Wacker Drive,Chicago,IL,60606,0,0,0,0,0,2013-11-18,2015-11-16,0
75984,1385563,United Healthcare,"United Healthcare, Inc","233 N. Michigan Av, Suite 900",Chicago,IL,60601,0,0,1,0,0,2004-08-01,2004-12-31,0
76054,1547475,Continental Style Tuckpointing & Contr.,"Continental Style Tuckpointing & Contracting,",4337 W Lake St,Chicago,IL,60624,3,0,2,7384.55,2,2007-08-24,2009-08-23,3
76147,1772988,MyNais,"MyNais, LLC",500 18th Street,Chicago,IL,60601,0,0,0,0,0,2014-08-13,2015-10-29,0
76156,1572499,"Medina Lawncare, Inc.",Medina Lawncare,3610 North Cicero Ave,Chicago,IL,60641,24,0,23,24499.6,23,2008-10-01,2010-05-19,24
76266,1410666,Majestic Auto Glass,"Majestic Auto Glass, Inc.",1347 S. Ashland,Chicago,IL,60608,8,0,7,12571.82,7,2003-08-06,2005-10-31,8
76696,1724448,The Art of Pizza,The Art of Pizza Inc.,3033 N Ashland,Chicago,IL,60657,14,0,12,47079.46,12,2012-05-06,2014-04-27,14
76905,1536098,USPS,United State Postal Service,358 West Harrison,Chicago,IL,60632,1,0,1,0,0,2008-06-30,2009-03-12,0
77042,1547008,OM Shoppers Inc.,OM Shoppers Inc.,625 Michigan Ave.,Chicago,IL,60605,3,0,1,7900.37,1,2008-08-20,2009-01-30,3
77097,1491457,Beauty Plus,Beauty Plus,5050 S. Cottage Grove,Chicago,IL,60615,0,0,0,0,0,2005-09-11,2007-09-10,0
77420,1582543,Firman Community Services,"Firman Community Services, Inc.",144 W.47th Street,Chicago,IL,60609,0,0,1,0,0,2009-06-18,2010-06-17,0
77469,1536843,Chicago Public Schools,Chicago Public Schools,Wendell Phillips Academy High School,Chicago,IL,60653,1,0,1,9288,1,2008-12-05,2009-03-13,0
77620,1578706,United Airlines,United Air Lines,PO Box 66100,Chicago,IL,60666,2,0,1,0,0,2009-04-23,2010-02-26,0
77675,1713138,China Cargo Airlines,"China Cargo Airlines, LTD",618 S Access Rd,Chicago,IL,60666,2,0,0,0,0,2012-01-01,2013-12-31,2
77763,1673063,"Joe Plewa Construction, Inc.","Joe Plewa Construction, Inc.",5001 N. Mulligan Ave,Chicago,IL,60630,17,0,6,188850.93,6,2011-08-01,2012-05-31,0
77764,1673065,Diaz Drywall Taping Company,Diaz Drywall &Taping Comp. Inc.,6637 S. California Ave,Chicago,IL,60629,0,0,0,0,0,2011-08-01,2012-11-01,0
77839,1430522,SBC,Southwestern Bell Communications,2401 Grace Street,Chicago,IL,60618,1,0,1,0,0,2005-11-01,2006-08-15,0
78000,1583019,Ricobene's,Ricobenes on Pulaski inc.,5160 S. Pulaski,Chicago,IL,60632,4,0,3,29193.84,3,2008-05-11,2010-05-09,4
78117,1528865,Lawrence Hall Youth Services,Lawrence Hall Youth Services,4833 North Francisco,Chicago,IL,60625,0,0,1,0,0,2008-07-29,2008-11-06,0
78162,1491447,Eastlake Management,Eastlake Management,2850 South Michigan Avenue,Chicago,IL,60616,0,0,1,0,0,2006-06-01,2007-10-12,0
78262,1336085,Pegasus Restaurant,130 S. Halsted Corp.,130 S. Halsted,Chicago,IL,60661,5,0,4,7817.18,4,2002-12-17,2004-12-16,5
78445,1777710,Sunshine European Cleaning Service,,4440 N. Mobile,Chicago,IL,60631,0,0,0,0,0,2013-11-24,2015-11-22,0
78454,1785772,R. Scott Concrete Co.,R. Scott Concrete Co.,1248 N. Laramie Unit 2,Chicago,IL,60651,0,0,0,0,0,2014-09-10,2016-03-04,0
78558,1584939,BlueStar Case Solutions,"Bluestar Computer Solutions, Inc.",226 S Wabash,Chicago,IL,60604,1,0,1,0,0,2008-09-07,2010-08-29,1
78614,1665489,Mariscos El Veneno de Nayarit,"El Veneno Restaurant, Inc.",1024 N. Ashland,Chicago,IL,60622,1,0,0,0,0,2010-09-20,2012-09-20,1
78738,1689754,B & V Group (dba 7-Eleven),"B & V Group, Inc",4859 N. Milwaukee Ave.,Chicago,IL,60618,0,0,0,0,0,2011-04-08,2013-04-05,0
