,case_id,trade_nm,legal_name,street_addr_1_txt,cty_nm,st_cd,zip_cd,case_violtn_cnt,cmp_assd_cnt,ee_violtd_cnt,bw_atp_amt,ee_atp_cnt,findings_start_date,findings_end_date,flsa_violtn_cnt
215919,1703468,Central Plaza Residential Care Home,B&D Hotel Corporation,321 N Central,Chicago,IL,60644,31,0,30,20234.04,30,2011-08-12,2013-08-09,31
215920,1703470,"Lambent Risk Management Services, Inc","Lambent Risk Management Services, Inc","1 N. LaSalle, 35th floor",Chicago,IL,60602,4,0,3,1470.87,3,2011-08-28,2013-08-23,4
215944,1706901,Midway Moving Storage,"MIdway Moving & Storage, Inc.",4100 W. Ferdinand St.,Chicago,IL,60624,4,0,0,0,0,2011-11-16,2013-11-15,2
216029,1730819,All Tech Auto Repair,"All Tech Auto & Truck Repair, Inc.",3635 N. Kedzie Ave,Chicago,IL,60618,0,0,0,0,0,2012-08-07,2014-08-06,0
216385,1676615,Mariscos El Veneno #2,Mariscos El Veneno #2 Corp,6835 S. Pulaski Rd,Chicago,IL,60629,15,2805,15,10215.82,15,2011-01-23,2012-12-30,15
216473,1699149,Help at Home,"Statewide HealthCare Services, Inc.","1 N. State St., Suite 800",Chicago,IL,60602,1,0,0,0,0,2011-08-20,2013-08-15,1
216582,1710445,Farmers Food Basket,Quality Super Food Inc.,832 E 63rd ST,Chicago,IL,60637,2,0,1,9512.1,1,2012-02-11,2014-02-08,2
216665,1717629,Home Run Inn Pizza (31st),"Home Run Inn, Inc.",4254 W. 31st St,Chicago,IL,60623,0,0,0,0,0,2012-03-24,2014-03-22,0
216700,1719835,Gene's Sausage Shop & Delicatessen,"AYGD Meats, Inc.",4750 N. Lincoln Ave,Chicago,IL,60625,2,0,1,20.25,1,2012-01-18,2014-01-17,2
216910,1699506,Cleaning Group Inc/Spotless Cleaning Service,Cleaning Group inc.,3044 W. Belmont Ave.,Chicago,IL,60618,0,0,0,0,0,2011-07-24,2013-07-21,0
216917,1629909,Zacatacos,"Zacatacos, Inc",5925 S Pulaski Rd,Chicago,IL,60629,40,8580,39,46783.83,39,2009-09-27,2011-09-25,40
217001,1692228,Gaylord Restaurant - Chicago,"Gaylord India Restaurant, Inc",100 E Walton St,Chicago,IL,60611,12,0,11,8674.1,9,2011-04-10,2013-04-06,12
217030,1699211,Solid Remodelers Inc/5655 S Indiana,Solid Remodelers Inc,3324 N. New Castle Ave,Chicago,IL,60634,7,0,2,4504.43,2,2012-08-01,2012-10-01,0
217057,1699395,Vee Enterprises (606RG),"Vee Enterprises, LLC",7536 S. Aberdeen,Chicago,IL,60620,2,0,1,24728.37,1,2011-01-17,2013-02-23,0
217147,1710525,"Allied Waste Transportation, Inc.","Allied Waste Transportation, Inc.",2608 S. Damen,Chicago,IL,60608,0,0,0,0,0,2012-01-01,2013-12-15,0
217402,1728378,"City of Chicago, Dept of Transportation,  Div","City of Chicago, Dept. of Transportation","30 N. LaSalle, Ste. 1100",Chicago,IL,60602,0,0,1,0,0,2014-08-12,2014-08-12,0
217449,1733352,Tuffy Automotive Services -Southport,Sailfish Automotive LLC,1400 W. Diversey Pkwy,Chicago,IL,60614,0,0,0,0,0,2012-06-17,2014-06-14,0
217608,1699744,Five Partners Construction Company,Five Partners Construction Company,4327 W Roosevelt (Safeway's office),Chicago,IL,60624,0,0,0,0,0,2012-09-01,2013-06-28,0
217906,1722557,Midwest Automotive Specialist,"Midwest Automotive Specialist, Inc.",3701 W. Armitage,Chicago,IL,60647,0,0,0,0,0,2012-04-01,2014-03-31,0
218128,1592232,"Cam Legal & Social Services, Inc.","CAM Legal & Social Services, Inc.",7239 S. Constance,Chicago,IL,60649,17,0,16,17772.76,16,2008-11-07,2010-11-07,17
218153,1693283,Reza's Restaurant (Ontario Ave),"Rezas River North, Inc.",432 W. Ontario St,Chicago,IL,60654,0,0,0,0,0,2011-06-20,2013-06-19,0
218391,1715565,Beggars Pizza,Unified Investiment Group LLC,10314 S. Halsted,Chicago,IL,60628,15,0,14,728.42,14,2012-01-18,2014-01-15,15
218583,1733892,Chicago Public Schools (LaSalle Language Acad,Board of Education of the City of Chicago,1734 N. Orleans,Chicago,IL,60614,1,0,1,0,0,2013-06-13,2014-07-28,0
218621,1700337,UHC,University HealthSystem Consortium,155 North Wacker,Chicago,IL,60606,0,0,1,0,0,2013-06-25,2013-07-19,0
218681,1641968,Yolk,"Kpokos, Inc",1120 S Michigan Avenue,Chicago,IL,60605,15,0,14,41163.35,14,2010-02-08,2012-02-01,15
219340,1695214,Holsten Management,Holsten Management Corporation,1020 W. Montrose,Chicago,IL,60613,5,0,4,727.28,4,2012-07-16,2013-07-13,5
219597,1726509,"Taco Burrito King (Downtown, Chicago Ave)","Taco Burrito King 12, Inc.",114 W. Chicago Ave,Chicago,IL,60654,9,0,8,9813.29,8,2012-05-06,2014-05-01,9
219976,1421476,Boulevard Care Center,Boulevard Care Center,3405 S. Michigan Ave.,Chicago,IL,60616,4,0,4,222.13,4,2005-01-03,2005-10-23,4
220073,1713501,Petes Meat & Grocery 2,"Lily Food Market, Inc.",2001 W. 71st St,Chicago,IL,60636,4,0,2,8711.78,2,2011-12-17,2013-12-14,4
220075,1713503,Family Dollar Store,Family Dollar Inc,11041 S. Kedzie,Chicago,IL,60655,1,0,0,0,0,2012-01-16,2014-01-15,1
220333,1735449,Days Adult Day Care & Senior Services,Day's  Adult Day care & Senior Services,2455 E. 75th St.,Chicago,IL,60649,1,0,0,0,0,2012-09-01,2014-08-15,1
220462,1684696,Chicago Transit Authority,Chicago Transit Authority,358 S Kedzie Ave,Chicago,IL,60612,0,0,1,0,0,2013-01-26,2013-02-13,0
220752,1718703,A & F Pallet Service,A & F Pallet Service,4333 South Knox Avenue,Chicago,IL,60632,3,0,3,572.74,3,2014-01-01,2014-02-03,3
221127,1631383,Diversey River Bowl,"Ivercrest, Inc.",2211 W. Diversey Ave,Chicago,IL,60647,4,0,4,4171.75,4,2009-09-20,2011-09-20,4
221252,1713815,Chicago Commons,Chicago Commons,515 E 50th St. Suite 100,Chicago,IL,60615,1,0,1,0,0,2013-08-01,2014-04-30,0
221307,1718739,Mondelez International,"Mondelez Internatioinal, Inc.",7300 S. Kedzie,Chicago,IL,60629,0,0,0,0,0,2013-12-14,2014-03-15,0
221483,1730233,"City of Chicago, Dept. of Public",City of Chicago,"333 S. State Street, 2nd flr",Chicago,IL,60604,1,0,1,0,0,2014-03-17,2014-08-14,0
221716,1705738,Issac Transportation Corporation,"Issac Transportation Corporation, Inc.",3724 W. Fullerton Ave,Chicago,IL,60647,3,0,2,0,0,2013-05-20,2013-10-24,3
221818,1713875,Special Operations Training Institute,Special Operations Training Institute,"401 N. Michigan, #1200",Chicago,IL,60611,0,0,0,0,0,2013-02-01,2014-01-08,0
221867,1716401,MTM Technologies,MTM Technologies  LLC,17 N. State Street,Chicago,IL,60602,0,0,0,0,0,2012-02-01,2014-02-01,0
222154,1305069,SBC,Southwestern Bell Communications,2401 W. Grace,Chicago,IL,60618,1,0,1,20000,0,2003-06-30,2004-11-01,0
222174,1306658,"Midwest Weather, Inc.","Midwest Weather, Inc.",Chicago O'Hare International Airport,Chicago,IL,60660,16,0,8,4653.54,8,2004-01-01,2004-02-28,0
222303,1369477,"Civil Contractors & Engineers, Inc.","Civil Contractors & Engineers, Inc.",7132 N. Harlem Ave.,Chicago,IL,60631,1,0,1,2191.99,1,2003-08-15,2003-09-12,0
222532,1388453,East Lake Management & Development Group,East Lake Management Group Inc.,2850 S. Michigan  Suite 100,Chicago,IL,60616,7,0,6,2879.76,6,2003-10-01,2005-02-12,7
222877,1369669,"West Lawn Market, Ltd.",West Lawn Market,5838 S. Pulaski,Chicago,IL,60629,0,0,1,0,0,2003-11-23,2004-04-26,0
222878,1369673,Greek Islands,"Greek Islands Restaurant, Inc.",200 S. Halsted Street,Chicago,IL,60661,17,0,16,2576.23,16,2003-09-04,2004-09-04,17
223379,1353988,Samland Healthcare,"Samland Health Care, Inc",4320 W. Montrose,Chicago,IL,60641,1,0,1,0,0,2002-09-15,2004-09-12,1
223380,1354002,La Strada Restuarant,"La Strada, Inc.",151 N. Michigan Avenue,Chicago,IL,60602,28,0,28,29736.85,28,2002-08-18,2004-08-01,28
223387,1354123,Provident Hospital,Provident Hospital of Cook County,500 E. 51st St.,Chicago,IL,60615,1,0,1,1128,1,2004-03-15,2004-03-27,0
223407,1354497,Alden Northmoor,Alden Northmoor Rehabilitation and Health Car,5831 N. Northwest Hwy,Chicago,IL,60631,0,0,1,0,0,2003-01-01,2004-10-29,0
223593,1383036,Highway Start Logistic,1st Highway Start Logistic,"2119 W. Chicago Avenue, 2R",Chicago,IL,60622,1,0,1,0,0,2003-06-13,2003-08-08,1
223623,1383177,University of Chicago Hospitals,The University of Chicago Hospitals,5841 S. Maryland,Chicago,IL,60637,0,0,1,0,0,2004-06-01,2005-03-15,0
223907,1313729,International Supermarket,"International Supermarket, Inc.",4556 S. Ashland,Chicago,IL,60609,12,0,11,24986,11,2001-11-03,2003-11-04,12
223927,1340683,SBC,"Southwestern Bell Communications, Inc.",2401 West Grace Street,Chicago,IL,60618,1,0,1,0,0,2003-06-05,2004-02-18,0
223952,1341221,University of Illinois Campus Housing Office,University of Illinois at Chicago,818 S. Wolcott,Chicago,IL,60612,0,0,0,0,0,2002-09-15,2003-12-06,0
224526,1342019,Mobile Management,"Mobile Management Co., Inc.",6547 N. Avondale,Chicago,IL,60631,1,0,0,0,0,2003-07-12,2005-07-09,1
224612,1370443,"Lohan Gallery, Inc.","Lohan Gallery, Inc.",3716 W. Fullerton Ave.,Chicago,IL,60647,2,0,1,956.69,1,2003-02-13,2005-02-12,2
224652,1373940,Metra,Northeast Illinois Regional Railroad Corp,547 W. Jackson Blvd.,Chicago,IL,60661,0,0,1,0,0,2003-07-29,2003-10-29,0
225326,1380627,"Kopka, Pinkus & Dolin","Kopka, Pinkus & Dolin, P.C.","200 N. LaSalle St., Suite 2850",Chicago,IL,60601,25,0,25,11386.19,25,2002-11-09,2004-11-08,25
225456,1391927,Wheaton Building Systems,Wheaton Building Systems,820 S. Damen Ave.,Chicago,IL,60609,4,0,4,4550,4,2004-11-07,2004-11-28,0
226364,1371240,Luster Products,"Luster Products, Inc.",1104 W. 43rd Street,Chicago,IL,60609,0,0,1,0,0,2004-02-02,2004-11-24,0
227066,1381156,Allerton Crowne Plaza,Intercontinental Hotels Group,701 North Michigan Avenue,Chicago,IL,60611,1,0,1,95,1,2002-12-15,2004-12-01,0
227081,1384120,Westport Construction Group,"Westport Construction Group, Inc.",1052 S. Damen Ave.,Chicago,IL,60608,0,0,0,0,0,2004-07-06,2005-01-07,0
227255,1395595,Chicago Transit Authority,Chicago Transit Authority,901 W. Division,Chicago,IL,60622,1,0,1,0,0,2004-06-01,2005-05-10,0
227413,1493496,AT&T,AT&T,2401 W. Grace St.,Chicago,IL,60617,1,0,1,0,0,2007-01-01,2007-12-12,0
227424,1346621,Bankers Life and Casualty Company,Conseco Services LLC,5353 N. Elston,Chicago,IL,60654,1,0,1,0,0,2002-05-21,2004-05-19,0
227587,1375247,Jia's The Original Chinese Sushi Bar,Jia's Oriental Corp.,2545 N. Halsted,Chicago,IL,60614,0,0,0,0,0,2002-09-10,2004-09-10,0
227593,1378286,Noodles in the Pot Restaurant,Noodles in the Pot Restaurant,2453 N. Halsted,Chicago,IL,60614,0,0,1,0,0,2002-07-02,2004-07-01,0
227599,1378298,Erie Family Health Center,"Erie Family Health Center, Inc.",1701 W. Superior,Chicago,IL,60622,1,0,1,0,0,2004-09-01,2004-10-01,0
227656,1381326,"PayDay Loan Store of Illinois, Inc.","PayDay Loan Store of Illinois, Inc.",300 North Elizabeth-4E,Chicago,IL,60607,2,0,1,300,1,2004-09-27,2004-12-06,0
227718,1387072,Rainbow Apparel Co,"Rainbow Apparel of America, Inc.",2414 W. 63rd St.,Chicago,IL,60636,0,0,1,0,0,2004-06-19,2004-10-31,0
227853,1610159,Cermak Produce,"Cermak Produce No. 8, Inc.",5220 S. Pulaski Road,Chicago,IL,60632,0,0,0,0,0,2009-03-19,2011-03-18,0
227977,1739635,Pacific Rail,"Pacific Rail Services, Inc",7100 W. 71st St.,Chicago,IL,60638,1,0,1,0,0,2014-03-18,2014-09-02,0
228014,1347764,"Space Organization, Ltd.","Space Organization, Ltd.",1155 N. Howe,Chicago,IL,60610,14,0,13,15418.25,13,2003-01-08,2004-05-26,14
228132,1375248,Parto Naderi,"Parto Naderi, Inc.",540 N. Wells 1st Floor,Chicago,IL,60610,2,0,1,1397.24,1,2002-10-27,2004-10-27,2
228162,1375393,"Wm. Wrigley, Jr. Company","Wrigley Manufacturing, LLC",3535 S. Ashland Avenue,Chicago,IL,60609,0,0,1,0,0,2004-06-20,2004-09-18,0
228529,1282800,Hong Kong Buffet,Hong Kong Buffet Corp.,6249 N. McCormick Blvd.,Chicago,IL,60659,14,0,13,13531.74,13,2002-09-15,2003-07-30,14
228638,1568483,Continuum Maintenence and Cleaning,Continuum Maintenence and Cleaning LLC.,"407 South Dearborn Street, suite 205",Chicago,IL,60605,2,0,1,1538.38,1,2009-04-01,2010-08-11,2
229071,1402054,Seville Motel,Sagermegh Corp.,9101 S. Stony Island,Chicago,IL,60619,4,0,4,2837.54,4,2003-08-15,2004-03-26,4
229114,1332698,Marvell & Tower Auto Insurance,Marvell & Tower Auto Insurance Agencies,435 N. LaSalle St.,Chicago,IL,60610,11,0,10,51877.65,10,2002-08-21,2004-02-29,11
229276,1372346,United States Postal Service,United States Postal Service,433 West Harrison Street,Chicago,IL,60607,0,0,1,0,0,2003-09-01,2004-10-21,0
229277,1372349,Northwestern Memorial Hospital,Northwestern Memorial Hospital,251 East Huron,Chicago,IL,60611,0,0,1,0,0,2004-02-01,2004-11-30,0
229451,1594876,MY BAPS Construction Company,My Baps construction Corporation,7601 S. Kedzie Ave,Chicago,IL,60652,1,0,1,2505,1,2009-01-14,2011-01-12,1
229877,1616828,Dispatch Taxi Affiliation,Dispatch Taxi Affiliation Inc,4536 N. Elston,Chicago,IL,60630,28,0,26,23134.44,26,2011-03-01,2011-12-25,28
230124,1619788,Morcom Construction Company,Morcom Construction Company,449 East 31st Street,Chicago,IL,60616,6,0,3,3369.36,3,2009-08-21,2011-08-20,0
230199,1399531,Cook County Sheriff's Police,"Sheriff's Office of Cook County, Illinois",50 W. Washington,Chicago,IL,60602,1,0,1,0,0,2005-01-26,2005-03-22,0
230204,1579982,"CBSL Transportation Services, Inc.","CBSL Transportation Services, Inc.",4750 S. Merrimac Ave.,Chicago,IL,60638,14,0,13,12870.88,13,2008-05-09,2010-05-08,14
230246,1295380,Margaret Manor North,Nine Forty Collom Corporation,940 W. Cullom Avenue,Chicago,IL,60613,24,0,24,994.96,24,2001-04-08,2003-10-05,0
230247,1295416,Manchow,"Devon Hot Wok, Inc.",2629 W. Devon Av,Chicago,IL,60659,6,0,5,3858.01,5,2002-11-15,2003-06-01,6
230532,1382216,Jimenez Carniceria,"Maribel Jimenez, Inc",3840 W. Fullerton,Chicago,IL,60647,1,0,1,100,1,2004-03-31,2004-04-30,1
230533,1382217,Leak & Sons Funeral Home,"Spencer Leak and Sons, Inc.",7838 S. Cottage Grove Ave.,Chicago,IL,60620,1,0,1,5000,1,2003-01-04,2004-10-15,1
230535,1382219,The John Marshall Law School,The John Marshall Law School,315 South Plymouth Court,Chicago,IL,60604,1,0,1,0,0,2004-01-01,2004-12-31,0
230799,1658481,TLC First Animal Hospital,TLC First Animal Hospital Inc.,6468 N. Milwaukee Ave,Chicago,IL,60631,2,0,1,25.44,1,2010-07-01,2012-07-01,2
230828,1300583,Glen Crest Nursing,"Glen Health and Home Management, Inc.",2451 W. Touhy,Chicago,IL,60645,6,1080,6,33342.46,5,2001-10-06,2003-05-10,6
230892,1352179,Burlington Northern  & Santa Fe Railroad,Burlington Northern and Santa Fe Railway Co.,3611 W. 38th Street,Chicago,IL,60632,2,0,1,0,0,2002-10-26,2004-10-25,0
230901,1352214,Taqueria la Kermes,La Kermes Corporation,3002 W. 26th St.,Chicago,IL,60623,7,0,6,10131.49,6,2002-10-01,2004-10-01,7
230943,1679982,St. Rest Country Kitchen #2,St. Rest Missionary Baptist Church,727 East 87th Street,Chicago,IL,60619,17,0,15,2927.73,14,2010-12-31,2012-12-27,17
231025,1373100,Kraft Foods,"Kraft Foods Global, Inc.",7300 S. Kedzie,Chicago,IL,60629,1,0,1,0,0,2004-07-12,2004-10-11,0
231447,1198662,Sam the Shoe Doctor/Shoecrafters,"Sam's Shoe Service, LLC","223 W. Jackson, suite 1104",Chicago,IL,60606,32,0,19,6206.54,3,2000-10-14,2002-06-22,32
231467,1229122,Well Cleaner,Well Cleaner,1515 W. Diversey,Chicago,IL,60614,57,0,56,26394.31,56,2000-09-12,2002-09-10,57
231472,1232157,Pro Construction,"Pro Construction, Inc.",6701 Divrsey Ave.,Chicago,IL,60607,34,0,34,16277,33,2000-10-02,2002-09-27,33
231564,1400422,"Dr. Danita A. Stinson, DDS","Dr. Danita A. Stinson, DDS P.C.",1600 E. 93rd St.,Chicago,IL,60628,3,0,3,1626.57,3,2004-03-07,2005-07-06,3
231640,1583952,"Dalamares Produce Co., Inc","Dalamares Produce, Inc.",1314 W 21st St,Chicago,IL,60608,19,0,18,18316.5,18,2008-07-31,2010-07-29,19
231784,1669533,New City Moving,Windy City Moving Inc.,2358 N. Damen,Chicago,IL,60647,1,0,0,0,0,2010-09-30,2012-09-26,1
231785,1669535,A. J. Hudson's Public House,Chicago Drinking Company Inc.,3801 N Ashland,Chicago,IL,60613,0,0,0,0,0,2011-09-01,2012-09-28,0
231810,1549553,El Veneno,Mariscos El Veneno Corporation,6651 S Pulaski,Chicago,IL,60629,19,0,11,36904.11,11,2007-08-10,2009-08-07,19
232517,1710005,Customized Teez,"ICustom Il, LLC",7601 S. Cicero Avenue,Chicago,IL,60653,2,0,2,819.64,2,2013-04-01,2013-12-15,2
232899,1575256,La Caridad Food & Liqours (Fullerton Ave),"Carmen, Inc",3575 W Fullerton Ave,Chicago,IL,60647,6,0,5,17658.45,5,2008-05-01,2010-05-01,6
233365,1639672,Horizon Realty Group,"Horizon Group Management, LLC.","4242 N. Sheridan Rd., Suite 120",Chicago,IL,60613,42,4301,23,26132.08,23,2011-03-01,2012-01-21,42
233402,1579710,Watertower Surgicenter,Watertower Surgicenter Corp.,845 N. Michigan Ave.,Chicago,IL,60611,12,0,11,3683,2,2008-07-05,2010-07-03,12
233649,1566473,Lalo's on Clybourn,"Canquin , Inc.",1960 N. Clybourn,Chicago,IL,60614,164,0,111,184570.96,111,2008-01-19,2010-01-15,164
233684,1717418,La Quebrada Restaurant (63rd St),"La Quebrada #5, Inc.",3816 W. 63rd Street,Chicago,IL,60629,4,0,3,5672.45,3,2011-10-24,2013-10-23,4
233970,1709307,Taco Burrito King (Chicago),"Taco Burrito King 4, Inc.",5509 N. Harlem Ave,Chicago,IL,60656,10,0,9,33775.98,9,2011-11-25,2013-11-24,10
234005,1684367,"Briar Patch Landscape Construction, Inc.","Briar Patch Landscape Construction, Inc.",4933 N. Mozart St,Chicago,IL,60625,0,0,0,0,0,2012-12-08,2012-12-16,0
234034,1556878,Hospitality & Catering Management Services,Hospitality & Catering Management Services,"2150 S. Canalport Avenue, #3A1",Chicago,IL,60608,0,0,0,0,0,2009-05-04,2009-06-07,0
234187,1472779,Ryerson Tull,"Joseph T. Ryerson & Son, Inc.",1625 W. 16th Street,Chicago,IL,60608,0,0,1,0,0,2006-01-02,2007-06-05,0
234372,1733042,Jernburg,"Jernberg Industries, LLC.",239 W. 40th Place,Chicago,IL,60629,0,0,1,0,0,2014-03-19,2014-08-16,0
234630,1579008,Rich's Delicatessen & Liquor,"Rich's Delicatessen and Liquors, Inc.",857 N. Western Ave.,Chicago,IL,60622,1,0,0,0,0,2008-02-15,2010-02-14,1
235162,1673942,Los Comales,"Taqueria Los Comales #1, Inc.",3141 W. 26th St.,Chicago,IL,60623,23,0,22,7862.46,22,2010-11-05,2012-11-02,23
235395,1636004,Cook County Youth Detention Center,Cook County Youth Detention Center,1100 S. Hamilton Ave,Chicago,IL,60612,0,0,1,0,0,2011-10-28,2011-11-07,0
235990,1404501,Fullerton Surgery Center,"Fullerton Surgery Center, Inc.",4849 W. Fullerton,Chicago,IL,60639,4,0,4,620.62,4,2005-01-23,2005-05-15,4
236505,1502011,Sofitel Chicago Water Tower,"La Touraine, L.L.C.",20 East Chestnut,Chicago,IL,60611,0,0,1,0,0,2007-11-27,2008-02-19,0
236668,1595503,Lalo's on Clyborn 2,"Canquin, Inc",1960 N. Clyborn,Chicago,IL,60614,6,0,5,11771,5,2008-10-19,2010-01-16,6
236940,1539296,Park Supply,Park Supply,3509 W. Addison St.,Chicago,IL,60618,0,0,1,0,0,2008-11-12,2009-05-27,0
236960,1521195,Viceroy of India (Chicago),Jainson International Inc.,2520 W Devon Ave,Chicago,IL,60659,19,0,13,34853.08,13,2006-03-11,2008-03-11,19
237308,1384119,Careerbuilder.com,"Careerbuilder, LLC",8420 N Bryn Mawr,Chicago,IL,60631,676,0,676,522224.1,673,2003-01-01,2004-11-20,676
237652,1710444,Brazzaz,"Brazzaz, LLC.",539 N. Dearborn,Chicago,IL,60654,31,11220,30,4706.47,30,2011-12-01,2013-11-24,31
237656,1498263,Old Town Pizzeria Pub,"1339 N Wells, Inc.",1339 N Wells,Chicago,IL,60610,2,0,1,2881,1,2005-12-28,2007-12-26,2
237720,1649831,Velasquez and Sons Pulaski,"Advance Brake Tech, Inc.",3611 N. Pulaski Road Unite B,Chicago,IL,60641,16,0,10,40704.3,10,2009-03-23,2011-03-22,16
237741,1405287,AM Bus Company,"A.M. Bus Company, Inc.",9330 S. Constance Ave.,Chicago,IL,60619,0,0,1,0,0,2004-04-07,2005-04-06,0
237743,1405293,Cook County Sheriff's Department,"Sheriff's Office of Cook County, IL",1340 South Michigan,Chicago,IL,60604,0,0,1,0,0,2004-12-01,2005-03-25,0
238013,1410535,City of Chicago Office of Emergency Managemen,City of Chicago Office of Emergency Managemen,"1411 W. Madison St., 4th floor",Chicago,IL,60607,1,0,1,1140.36,1,2005-01-27,2005-04-15,0
238219,1583935,Chicago Transit Authority,Chicago Transit Authority,358 South Kedzie,Chicago,IL,60612,1,0,1,1442.25,1,2010-04-13,2010-11-19,0
238603,1609999,"Industrial Fence, Inc.","Industrial Fence, Inc.",1300 S. Kilbourn Ave.,Chicago,IL,60623,0,0,0,0,0,2010-12-01,2011-04-24,0
238782,1549725,Raymonds Tacos,Raymonds Tacos-Cermak,2653 W. Cermak,Chicago,IL,60608,0,0,0,0,0,2007-07-13,2009-07-12,0
238827,1585044,Renaissance Park South Nursing Facility,Nu Care Management Corp.,10935 S Halsted,Chicago,IL,60628,34,0,33,5876.73,33,2008-07-18,2010-07-19,34
238899,1668815,"Piazza Bella Trattoria, Inc.",Taos Inc,2116 W. Roscoe St,Chicago,IL,60618,9,0,8,2027.98,8,2011-01-23,2012-09-02,9
240020,1644706,Yolk River North,"Kpokos Wells II, Inc.",747 N. Wells Street,Chicago,IL,60654,16,0,15,46103.68,14,2010-01-31,2012-01-29,16
240043,1427431,"Marsh USA, Inc","Marsh USA, Inc.",500 W. Monroe,Chicago,IL,60661,0,0,1,0,0,2005-10-05,2005-12-05,0
240050,1676885,Bienestar Pharmacy,Olympia Fields Pharmacy Inc,966 W 21 Street,Chicago,IL,60608,7,0,6,1606.65,6,2011-01-01,2012-12-17,7
240157,1622722,Metropolitan Water Reclamation District,Metropolitan Water Reclamation District of Gr,100 E. Erie Street,Chicago,IL,60611,1,0,1,0,0,2010-07-09,2011-07-28,0
240209,1388084,Teachers Insurance Annuity Association,TIAA,55 East montore Street Suite 4200,Chicago,IL,60603,261,0,261,327168.08,260,2003-02-01,2005-03-07,261
240292,1407621,Rhodes Cleaners,"Rhodes Cleaners, Inc.",514 E. 79th St.,Chicago,IL,60619,4,0,2,274.9,2,2004-01-01,2005-09-16,4
240602,1745479,Illinois  Pallets Inc.,Illinois Pallet,4800 S  Central,Chicago,IL,60638,13,0,11,33759.28,11,2012-11-09,2014-11-08,13
241106,1571727,Southwest Airlines,"Southwest Airlines, Inc.",5300 South Cicero,Chicago,IL,60638,0,0,1,0,0,2008-12-23,2010-02-26,0
241297,1804770,Pilsen's Fitness Center,"World-Gym Bishop, Inc",1822 S Bishop Unit 100,Chicago,IL,60608,2,0,1,2914.56,1,2014-10-19,2016-10-15,2
241313,1811692,Amazon,"Amazon.com.dedc, llc",2801 S. Western Ave,Chicago,IL,60608,1,0,1,496.63,1,2015-08-01,2017-05-01,1
241438,1822691,Burger Baron,G&L Restaurant Inc,1381 W. Grand,Chicago,IL,60642,3,0,2,7241.5,2,2015-07-14,2017-06-01,3
241546,1594802,Strictly by Hand,"Strictly By Hand Car Wash & Detail Center,Inc",2009 S Wabash Ave,Chicago,IL,60616,0,0,0,0,0,2009-01-12,2011-01-03,0
241689,1791176,Las Fuentes Restaurant #1 (Halsted St.),"Las Fuentes, Inc.",2558 N. Halsted,Chicago,IL,60614,8,1540,7,2713.08,7,2014-08-06,2016-07-03,8
241997,1408370,Galilee Medical Center,"Galilee Medical Center, Inc.","4941 N. Kedzie, 3rd floor",Chicago,IL,60625,20,0,20,2542.67,20,2003-11-05,2005-05-14,20
242223,1817122,"Blue Island Wholesale Produce, Inc","Blue Island Wholesale Produce, Inc.",2320 South Blue Island Avenue,Chicago,IL,60608,2,0,1,9478.6,1,2015-04-11,2017-04-08,2
242567,1792939,United Airlines,United Airlines Inc.,233 S Wacker Drive,Chicago,IL,60606,1,0,1,0,0,2016-02-01,2017-01-01,0
242866,1829547,McDonald's,"Kyle Enterprises, Inc.",7832 S. Western,Chicago,IL,60620,0,0,0,0,0,2015-07-21,2017-07-18,0
242968,1681729,Neumann Association Family Services,Victor C. Neumann Association,5547 North Ravenswood,Chicago,IL,60640,12,0,12,3692.01,12,2011-01-29,2013-01-26,0
242971,1681735,Warren Park Health and Living Center,Warren Park health & Living Center,6700 N. Damen,Chicago,IL,60646,56,0,55,35908.88,55,2011-01-21,2013-01-20,56
243072,1794423,Midwest Pallet Supply Company,Midewest Pallet Supply Company,4045 S. Wallace St,Chicago,IL,60606,7,0,6,9663.14,6,2014-07-04,2016-07-01,7
243210,1820721,Mr. Greek Gyros,"GAKP, Inc.",234 S. Halsted St,Chicago,IL,60661,1,0,0,0,0,2015-06-17,2017-06-16,1
243577,1796150,United Airlines,United Airlines Inc.,233 S. Wacker Drive,Chicago,IL,60606,1,0,1,0,0,2015-09-01,2017-01-01,0
